nodes,edges,density,components
896, 15647, 0.0390238427773, 4
896, 15647, 0.0390238427773, 4
896, 15650, 0.0390313248204, 4
896, 15650, 0.0390313248204, 4
900, 15665, 0.038722036831, 4
900, 15665, 0.038722036831, 4
900, 15665, 0.038722036831, 4
902, 15680, 0.0385873296731, 3
904, 15688, 0.0384362841659, 3
907, 15694, 0.038196903651, 3
914, 15730, 0.0377000342728, 3
915, 15732, 0.0376224127417, 3
915, 15748, 0.0376606760651, 3
915, 15748, 0.0376606760651, 3
915, 15748, 0.0376606760651, 3
915, 15748, 0.0376606760651, 3
917, 15786, 0.0375869671846, 3
917, 15786, 0.0375869671846, 3
917, 15786, 0.0375869671846, 3
917, 15786, 0.0375869671846, 3
917, 15786, 0.0375869671846, 3
917, 15787, 0.0375893482164, 3
917, 15787, 0.0375893482164, 3
917, 15787, 0.0375893482164, 3
917, 15787, 0.0375893482164, 3
917, 15787, 0.0375893482164, 3
917, 15787, 0.0375893482164, 3
928, 15965, 0.0371168582375, 3
929, 15985, 0.0370833487992, 3
929, 15985, 0.0370833487992, 3
935, 16000, 0.0366430395401, 4
935, 16000, 0.0366430395401, 4
935, 16000, 0.0366430395401, 4
935, 16000, 0.0366430395401, 4
936, 16003, 0.0365715983363, 4
945, 16039, 0.0359586584163, 5
945, 16039, 0.0359586584163, 5
948, 16063, 0.0357847789377, 4
948, 16063, 0.0357847789377, 4
948, 16064, 0.0357870067145, 4
956, 16216, 0.0355232316152, 4
961, 16226, 0.0351760319112, 5
964, 16235, 0.0349767109181, 5
965, 16238, 0.0349106701352, 5
965, 16239, 0.0349128200718, 5
966, 16251, 0.0348662826248, 5
966, 16251, 0.0348662826248, 5
966, 16252, 0.0348684281101, 5
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
966, 16266, 0.0348984649052, 4
974, 16365, 0.0345361727632, 4
976, 16370, 0.0344052122741, 4
976, 16370, 0.0344052122741, 4
976, 16370, 0.0344052122741, 4
983, 16447, 0.034076241109, 4
983, 16447, 0.034076241109, 4
