nodes,edges,density,components
974, 21111, 0.0445519794197, 11
1007, 22579, 0.0445766315711, 11
1007, 22579, 0.0445766315711, 11
1007, 22579, 0.0445766315711, 11
1011, 22585, 0.0442361743593, 12
1013, 22588, 0.0440674394921, 12
1013, 22588, 0.0440674394921, 12
1020, 22679, 0.0436394773807, 12
1029, 22953, 0.0433971253871, 12
1029, 22962, 0.0434141416433, 12
1029, 22962, 0.0434141416433, 12
1029, 22962, 0.0434141416433, 12
1029, 22962, 0.0434141416433, 12
1029, 22963, 0.0434160323384, 12
1029, 22963, 0.0434160323384, 12
1032, 23016, 0.0432634831841, 12
1032, 23025, 0.0432804006045, 12
1033, 23039, 0.0432228700931, 12
1034, 23068, 0.043193567776, 12
1036, 23098, 0.0430828343872, 12
1036, 23101, 0.043088430045, 12
1041, 23128, 0.0427251902756, 12
1043, 23168, 0.0426350240981, 11
1047, 23217, 0.0423992066927, 11
1047, 23217, 0.0423992066927, 11
1060, 23776, 0.0423610739929, 11
1070, 23889, 0.0417701931231, 11
1070, 23889, 0.0417701931231, 11
1070, 23889, 0.0417701931231, 11
1072, 23914, 0.041657956715, 11
1072, 23914, 0.041657956715, 11
1072, 23914, 0.041657956715, 11
1072, 23914, 0.041657956715, 11
1079, 24036, 0.0413287229122, 11
1079, 24037, 0.0413304423631, 11
1111, 24873, 0.0403386284574, 11
1113, 24879, 0.0402034167814, 11
1113, 24879, 0.0402034167814, 11
1113, 24879, 0.0402034167814, 11
1141, 25988, 0.0399587926872, 11
1152, 26092, 0.0393558741191, 11
1160, 26336, 0.0391776501741, 11
1160, 26336, 0.0391776501741, 11
1161, 26341, 0.0391175859099, 11
1163, 26356, 0.0390053026256, 11
1163, 26356, 0.0390053026256, 11
1163, 26356, 0.0390053026256, 11
1166, 26435, 0.0389210756852, 11
1169, 26481, 0.0387888606349, 11
1171, 26516, 0.038707511295, 11
1181, 26907, 0.0386156517746, 11
1181, 26907, 0.0386156517746, 11
1181, 26907, 0.0386156517746, 11
1183, 26922, 0.0385065929775, 11
1184, 26925, 0.0384458317151, 11
1194, 27185, 0.0381693322719, 11
1195, 27225, 0.0381615188915, 11
1198, 27359, 0.0381574414612, 11
1201, 27383, 0.0380002775465, 11
1210, 27613, 0.0377513005079, 11
1210, 27613, 0.0377513005079, 11
1211, 27615, 0.0376916829886, 11
1213, 27647, 0.0376109746177, 11
1219, 27809, 0.0374597068043, 11
1220, 27811, 0.0374009871031, 11
1220, 27812, 0.0374023319302, 11
1221, 27815, 0.0373450947221, 11
1226, 27883, 0.0371315377701, 11
1230, 27910, 0.0369260486746, 11
1233, 28018, 0.0368886992975, 11
1242, 28166, 0.0365478465888, 11
1242, 28169, 0.036551739351, 11
1245, 28186, 0.0363976807552, 11
1257, 28427, 0.0360110768233, 11
1257, 28430, 0.0360148771972, 11
1257, 28433, 0.0360186775712, 11
1257, 28433, 0.0360186775712, 11
1259, 28436, 0.0359080755287, 11
1260, 28449, 0.0358674685124, 11
1265, 28511, 0.0356619302547, 11
1265, 28511, 0.0356619302547, 11
1270, 28539, 0.0354163176411, 11
1272, 28552, 0.0353210714091, 11
1276, 28600, 0.0351588911427, 11
1276, 28603, 0.0351625791382, 11
1278, 28621, 0.0350746259511, 11
1280, 28636, 0.0349833854574, 11
1284, 28681, 0.0348203077386, 11
1291, 28808, 0.0345961006131, 11
1291, 28814, 0.0346033061325, 11
1291, 28822, 0.0346129134917, 11
1294, 28848, 0.0344836242232, 11
1300, 28917, 0.0342476461183, 11
1306, 28938, 0.033958212318, 11
1315, 29003, 0.0335700354764, 11
1315, 29003, 0.0335700354764, 11
1315, 29003, 0.0335700354764, 11
1317, 29014, 0.0334808085983, 11
1321, 29060, 0.0333310393871, 11
1324, 29103, 0.0332292030609, 11
1328, 29137, 0.0330678403138, 11
1333, 29217, 0.0329102545907, 11
1334, 29240, 0.0328867824152, 11
1338, 29294, 0.0327507426326, 11
1340, 29319, 0.0326808823693, 11
1363, 29848, 0.0321567588125, 11
1367, 29900, 0.0320244714088, 11
1367, 29902, 0.0320266135139, 11
1367, 29902, 0.0320266135139, 11
1367, 29904, 0.032028755619, 11
1370, 29922, 0.031907780734, 11
1373, 29958, 0.0318066671055, 11
1378, 30016, 0.0316373176159, 11
1388, 30660, 0.0318519642045, 11
1398, 30855, 0.0315974451691, 11
1399, 30861, 0.0315584092868, 11
1400, 30867, 0.0315194526703, 11
1404, 30938, 0.0314121347621, 11
1406, 30997, 0.0313825344355, 11
1434, 32543, 0.03167322166, 11
1441, 32708, 0.0315251754183, 11
1441, 32708, 0.0315251754183, 11
1441, 32712, 0.0315290307657, 11
1442, 32737, 0.0315093636816, 11
1445, 32804, 0.031442839479, 11
1446, 32810, 0.0314050931576, 11
1446, 32810, 0.0314050931576, 11
1449, 32832, 0.0312961120071, 11
1450, 32840, 0.0312605601961, 11
1450, 32849, 0.0312691273411, 11
1450, 32849, 0.0312691273411, 11
1451, 32870, 0.0312459896861, 11
1453, 32884, 0.0311732731178, 11
1460, 32933, 0.0309209723305, 11
1464, 32964, 0.0307811256905, 11
1464, 32964, 0.0307811256905, 11
1465, 32969, 0.0307437662023, 11
1468, 33090, 0.030730568418, 11
1472, 33130, 0.0306006709426, 11
1475, 33148, 0.0304928362808, 11
1481, 33218, 0.0303100534701, 11
1484, 33235, 0.0302030378431, 11
1484, 33252, 0.0302184869673, 11
1485, 33256, 0.0301814188607, 11
1486, 33262, 0.030146235799, 11
1486, 33264, 0.0301480484522, 11
1488, 33340, 0.0301357282831, 11
1489, 33391, 0.0301412870007, 11
1490, 33419, 0.0301260699267, 11
1491, 33438, 0.0301027642364, 11
1491, 33448, 0.0301117667977, 11
1491, 33449, 0.0301126670538, 11
1491, 33455, 0.0301180685905, 11
1491, 33455, 0.0301180685905, 11
1491, 33455, 0.0301180685905, 11
1492, 33459, 0.0300812920418, 11
1492, 33460, 0.0300821910911, 11
1506, 33738, 0.0297706185226, 11
1507, 33763, 0.0297531396202, 11
1508, 33768, 0.0297180795545, 11
1513, 33877, 0.0296172151757, 11
1513, 33877, 0.0296172151757, 11
1513, 33882, 0.0296215864623, 11
1513, 33882, 0.0296215864623, 11
1514, 33886, 0.0295859486389, 11
1522, 33976, 0.0293533975936, 11
1522, 33979, 0.0293559894288, 11
1525, 34029, 0.0292835936492, 11
1525, 34029, 0.0292835936492, 11
1525, 34033, 0.0292870358418, 11
1537, 34305, 0.0290617883865, 11
1541, 34320, 0.0289237044591, 11
1544, 34345, 0.0288323667977, 11
1546, 34359, 0.0287695148143, 11
1559, 34561, 0.0284578920196, 11
1560, 34576, 0.0284337428661, 11
1561, 34589, 0.0284079896188, 11
1567, 34685, 0.028269032186, 11
1568, 34715, 0.0282573942149, 11
1568, 34718, 0.0282598361617, 11
1568, 34742, 0.0282793717359, 11
1568, 34757, 0.0282915814699, 11
1571, 34801, 0.0282192769424, 11
1571, 34831, 0.0282436032062, 11
1571, 34839, 0.0282500902099, 11
1571, 34858, 0.0282654968437, 11
1571, 34873, 0.0282776599756, 11
1579, 35065, 0.0281458721127, 11
1583, 35118, 0.0280460934087, 11
1584, 35160, 0.0280441815502, 11
1590, 35224, 0.0278835231208, 11
1595, 35338, 0.0277986021247, 11
1597, 35348, 0.0277368436746, 11
